Product Name,Total_Revenue,Total_Profit,Average_discount
"Blue String-Tie & Button Interoffice Envelopes, 10 x 13","₹3,342.33",₹299.85,0.08571428571428573
"BlueLounge Milo Smartphone Stand, White/Metallic","₹1,403.53",₹76.77,0.06666666666666667
Bose SoundLink Bluetooth Speaker,"₹12,736.00",₹967.14,0.2
Boston 1645 Deluxe Heavier-Duty Electric Pencil Sharpener,"₹4,802.62",₹206.27,0.1142857142857143
Boston 16701 Slimline Battery Pencil Sharpener,₹258.23,₹19.13,0.1
Boston 16750 Black Compact Battery Pencil Sharpener,₹148.75,₹13.12,0.0
Boston 16765 Mini Stand Up Battery Pencil Sharpener,₹279.84,₹16.32,0.1
Boston 16801 Nautilus Battery Pencil Sharpener,"₹2,011.71",₹69.99,0.10000000000000002
Boston 1730 StandUp Electric Pencil Sharpener,₹470.36,₹44.47,0.0
Boston 1799 Powerhouse Electric Pencil Sharpener,"₹2,572.02",₹109.12,0.0
"Boston 1827 Commercial Additional Cutter, Drive Gear & Gear Rack for 1606",₹99.15,₹17.85,0.0
Boston 1900 Electric Pencil Sharpener,₹14.98,₹4.49,0.0
Boston 19500 Mighty Mite Electric Pencil Sharpener,"₹2,075.45",₹92.49,0.0
"Boston Electric Pencil Sharpener, Model 1818, Charcoal Black","₹1,536.99",₹118.23,0.07500000000000001
Boston Heavy-Duty Trimline Electric Pencil Sharpeners,"₹6,641.96",₹310.89,0.04
Boston Home & Office Model 2000 Electric Pencil Sharpeners,₹714.23,₹70.48,0.03333333333333333
Boston KS Multi-Size Manual Pencil Sharpener,"₹2,308.20",₹119.55,0.05714285714285715
"Boston Model 1800 Electric Pencil Sharpener, Gray","₹2,285.78",₹109.78,0.06666666666666667
"Boston School Pro Electric Pencil Sharpener, 1670","₹4,492.10",₹149.94,0.1142857142857143
BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,"₹10,128.12","₹-1,148.44",0.48333333333333334
"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",₹767.65,₹20.83,0.12000000000000002
Bretford CR4500 Series Slim Rectangular Table,"₹29,180.00",₹-532.76,0.2625
Bretford CR8500 Series Meeting Room Furniture,"₹35,566.93",₹461.13,0.18333333333333335
Bretford Rectangular Conference Table Tops,"₹78,629.98",₹-327.23,0.24583333333333335
Bretford ï¿½Just In Timeï¿½ Height-Adjustable Multi-Task Work Tables,"₹25,920.54",₹-964.19,0.225
"Brites Rubber Bands, 1 1/2 oz. Box",₹32.08,₹-0.51,0.06666666666666667
Brother DCP1000 Digital 3 in 1 Multifunction Machine,"₹14,939.50","₹1,154.96",0.14285714285714285
"Brother MFC-9340CDW LED All-In-One Printer, Copier Scanner","₹1,025.97",₹-319.19,0.7
Brown Kraft Recycled Envelopes,₹971.26,₹117.16,0.04
Bulldog Table or Wall-Mount Pencil Sharpener,₹353.41,₹22.58,0.0
Bulldog Vacuum Base Pencil Sharpener,"₹1,932.79",₹59.59,0.10000000000000002
Bush Advantage Collection Racetrack Conference Table,"₹57,989.51","₹-1,934.40",0.35000000000000003
Bush Advantage Collection Round Conference Table,"₹22,939.54",₹210.47,0.2375
"Bush Andora Bookcase, Maple/Graphite Gray Finish","₹16,444.63",₹135.59,0.16666666666666666
"Bush Andora Conference Table, Maple/Graphite Gray Finish","₹5,744.93",₹-143.62,0.3
"Bush Birmingham Collection Bookcase, Dark Cherry","₹7,426.57",₹-117.88,0.3
"Bush Cubix Collection Bookcases, Fully Assembled","₹1,171.19",₹48.62,0.2333333333333333
"Bush Cubix Conference Tables, Fully Assembled","₹23,098.00",₹311.82,0.2
"Bush Heritage Pine Collection 5-Shelf Bookcase, Albany Pine Finish, *Special Order","₹21,820.88",₹-208.65,0.23375
Bush Mission Pointe Library,"₹1,497.72",₹24.16,0.17333333333333334
"Bush Saratoga Collection 5-Shelf Bookcase, Hanover Cherry, *Special Order",₹119.83,₹-12.69,0.15
Bush Somerset Collection Bookcase,"₹4,512.26",₹-56.32,0.21250000000000002
"Bush Westfield Collection Bookcases, Dark Cherry Finish","₹3,641.14",₹-97.41,0.2333333333333333
"Bush Westfield Collection Bookcases, Dark Cherry Finish, Fully Assembled",₹272.65,₹-190.85,0.7
"Bush Westfield Collection Bookcases, Fully Assembled","₹4,601.66",₹73.72,0.19499999999999998
"Bush Westfield Collection Bookcases, Medium Cherry Finish","₹6,416.65",₹-20.29,0.23000000000000004
C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,₹697.20,₹47.73,0.125
"C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx","₹1,718.84",₹23.54,0.15
"C-Line Magnetic Cubicle Keepers, Clear Polypropylene",₹628.37,₹56.12,0.028571428571428574
"C-Line Peel & Stick Add-On Filing Pockets, 8-3/4 x 5-1/8, 10/Pack",₹491.13,₹15.10,0.39999999999999997
Cameo Buff Policy Envelopes,"₹6,459.47",₹632.26,0.1
"Canon Color ImageCLASS MF8580Cdw Wireless Laser All-In-One Printer, Copier, Scanner","₹3,023.94",₹43.20,0.3
Canon Image Class D660 Copier,"₹16,919.72","₹1,691.97",0.1
Canon Imageclass D680 Copier / Fax,"₹39,199.44","₹2,799.96",0.2
Canon PC-428 Personal Copier,"₹21,878.91","₹1,469.93",0.20000000000000004
Canon PC1060 Personal Laser Copier,"₹64,539.08","₹4,570.93",0.15000000000000002
Canon PC1080F Personal Copier,"₹20,399.66","₹1,973.97",0.05
Canon PC170 Desktop Personal Copier,"₹1,727.46",₹67.18,0.4
Canon PC940 Copier,"₹32,129.29","₹2,092.45",0.20000000000000004
Canon imageCLASS 2200 Advanced Copier,"₹253,399.28","₹25,199.93",0.12000000000000002
Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier,"₹7,983.96","₹1,995.99",0.0
Canvas Sectional Post Binders,"₹2,337.23",₹59.07,0.3333333333333333
Cardinal EasyOpen D-Ring Binders,"₹1,317.07",₹26.51,0.25
"Cardinal HOLDit! Binder Insert Strips,Extra Strips",₹720.35,₹4.37,0.4555555555555555
Cardinal Hold-It CD Pocket,₹118.10,₹-12.45,0.5
Cardinal Holdit Business Card Pockets,₹313.74,₹22.91,0.2375
Cardinal Holdit Data Disk Pockets,₹537.26,₹38.73,0.13333333333333333
Cardinal Poly Pocket Divider Pockets for Ring Binders,₹266.11,₹12.60,0.2
"Cardinal Slant-D Ring Binder, Heavy Gauge Vinyl",₹856.83,₹5.39,0.41
Cardinal Slant-D Ring Binders,₹564.85,₹46.06,0.18
"Career Cubicle Clock, 8 1/4"", Black",₹754.42,₹68.95,0.06666666666666667
"Carina 42""Hx23 3/4""W Media Storage Unit","₹6,203.07",₹-110.13,0.1
Carina Double Wide Media Storage Towers in Natural & Black,"₹15,272.83",₹-3.24,0.06666666666666667
Carina Media Storage Towers in Natural & Black,"₹4,512.52",₹-121.96,0.12000000000000002
"Carina Mini System Audio Rack, Model AR050B","₹15,337.44",₹-68.81,0.06666666666666667
Case Logic 2.4GHz Wireless Keyboard,"₹4,809.04",₹-12.00,0.07500000000000001
Catalog Binders with Expanding Posts,"₹5,705.34",₹-242.21,0.5125
Cherry 142-key Programmable Keyboard,"₹1,918.88",₹52.77,0.0
"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table","₹24,977.86",₹-404.01,0.31666666666666665
"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables","₹10,248.23",₹-611.59,0.3333333333333333
Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,"₹81,324.65","₹-2,876.12",0.28
"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base","₹11,328.20",₹100.21,0.18333333333333335
Chromcraft Rectangular Conference Tables,"₹26,422.15",₹-450.24,0.32222222222222224
Chromcraft Round Conference Tables,"₹55,615.94",₹-189.98,0.2576923076923077
Cisco 8961 IP Phone Charcoal,₹674.81,₹-164.95,0.7
Cisco 8x8 Inc. 6753i IP Business Phone System,"₹15,226.87",₹83.69,0.16666666666666666
Cisco 9971 IP Video Phone Charcoal,"₹32,252.00",₹466.40,0.35
Cisco CP-7937G Unified IP Conference Station Phone,"₹2,782.80",₹-55.66,0.5
Cisco Desktop Collaboration Experience DX650 IP Video Phone,"₹1,929.00",₹130.21,0.2
Cisco IP Phone 7961G-GE VoIP phone,"₹11,608.69",₹-119.12,0.35000000000000003
Cisco IPï¿½Phoneï¿½7961G VoIPï¿½phoneï¿½- Dark gray,"₹9,489.31",₹228.40,0.06666666666666667
Cisco SPA 501G IP Phone,₹640.44,₹16.01,0.2
Cisco SPA 502G IP Phone,"₹11,515.20",₹299.88,0.16
Cisco SPA112 2 Port Phone Adapter,"₹1,989.19",₹87.37,0.13333333333333333
Cisco SPA301,"₹28,078.20",₹904.74,0.15555555555555556
Cisco SPA508G,"₹3,127.93",₹207.87,0.12000000000000002
Cisco SPA525G2 5-Line IP Phone,"₹11,039.36",₹648.56,0.0
Cisco SPA525G2 IP Phone - Wireless,"₹2,757.09",₹43.09,0.2
Cisco Small Business SPA 502G VoIP phone,"₹2,851.45",₹58.46,0.25
Cisco TelePresence System EX90 Videoconferencing Unit,"₹135,830.88","₹-1,811.08",0.5
Cisco Unified IP Phone 7945G VoIP phone,"₹29,938.92",₹102.30,0.23333333333333336
Clarity 53712,"₹3,708.64",₹68.63,0.15000000000000002
Classic Ivory Antiqueï¿½Telephoneï¿½ZL1810,₹824.02,₹40.20,0.1
Clear Mylar Reinforcing Strips,"₹2,545.58",₹90.27,0.41428571428571426
ClearOne CHATAttach 160 -ï¿½speaker phone,"₹23,807.62","₹1,053.98",0.2
ClearOne Communications CHAT 70 OCï¿½Speaker Phone,"₹5,882.63",₹273.46,0.1
ClearSounds CSC500 Amplified Spirit Phone Corded phone,"₹4,171.40",₹162.38,0.13333333333333333
Clearsounds A400,"₹1,834.52",₹-48.83,0.3333333333333333
Col-Erase Pencils with Erasers,₹132.54,₹7.48,0.1
Color-Coded Legal Exhibit Labels,₹24.55,₹7.22,0.0
Colored Envelopes,₹174.91,₹19.04,0.12000000000000002
Colored Push Pins,₹118.37,₹7.60,0.08
Coloredge Poster Frame,"₹1,405.80",₹116.30,0.0
Colorific Watercolor Pencils,₹196.08,₹11.30,0.06666666666666667
"Commercial WindTunnel Clean Air Upright Vacuum, Replacement Belts, Filtration Bags",₹142.37,₹1.63,0.2285714285714286
Compact Automatic Electric Letter Opener,"₹12,098.03",₹-57.27,0.05
"Companion Letter/Legal File, Black","₹2,998.14",₹149.53,0.08
Computer Printout Index Tabs,₹48.72,₹-2.02,0.5
Computer Printout Paper with Letter-Trim Fine Perforations,₹766.40,₹91.97,0.0
Computer Printout Paper with Letter-Trim Perforations,"₹1,718.68",₹169.21,0.08571428571428573
"Computer Room Manger, 14""","₹2,663.36",₹179.29,0.14285714285714285
"Conquest 14 Commercial Heavy-Duty Upright Vacuum, Collection System, Accessory Kit","₹1,754.37",₹61.52,0.2
Contemporary Borderless Frame,₹108.49,₹3.62,0.3
Contemporary Wood/Metal Frame,"₹1,118.27",₹4.85,0.35
"Contico 72""H Heavy-Duty Storage System","₹2,171.94",₹-57.37,0.08
"Contract Clock, 14"", Brown","₹1,626.52",₹29.45,0.27999999999999997
Convenience Packs of Business Envelopes,₹199.10,₹24.11,0.10000000000000002
Crate-A-Files,₹582.06,₹31.39,0.1142857142857143
"Crayola Anti Dust Chalk, 12/Pack",₹392.39,₹24.66,0.08571428571428573
Crayola Colored Pencils,₹575.97,₹32.80,0.10909090909090911
Cubify CubeX 3D Printer Double Head Print,"₹35,699.88","₹-8,879.97",0.5333333333333333
Cubify CubeX 3D Printer Triple Head Print,"₹31,999.92","₹-3,839.99",0.5
Cush Cases Heavy Duty Rugged Cover Case for Samsung Galaxy S5 - Purple,₹241.56,₹3.91,0.20000000000000004
Cyber Acoustics AC-202b Speech Recognition Stereo Headset,₹296.17,₹-20.52,0.16
DAX Black Cherry Wood-Tone Poster Frame,"₹1,768.86",₹61.43,0.225
"DAX Charcoal/Nickel-Tone Document Frame, 5 x 7",₹646.54,₹48.82,0.17142857142857143
DAX Clear Channel Poster Frame,₹475.31,₹27.70,0.19999999999999998
"DAX Contemporary Wood Frame with Silver Metal Mat, Desktop, 11 x 14 Size",₹955.33,₹97.15,0.04
"DAX Copper Panel Document Frame, 5 x 7 Size",₹629.00,₹39.75,0.2
DAX Cubicle Frames - 8x10,₹938.20,₹20.77,0.12
"DAX Cubicle Frames, 8-1/2 x 11",₹745.59,₹52.45,0.0
"DAX Executive Solid Wood Document Frame, Desktop or Hang, Mahogany, 5 x 7",₹820.22,₹55.10,0.04
"DAX Metal Frame, Desktop, Stepped-Edge",₹388.61,₹26.11,0.24
DAX Natural Wood-Tone Poster Frame,"₹3,151.12",₹123.93,0.2
DAX Solid Wood Frames,₹578.38,₹33.32,0.06666666666666667
"DAX Two-Tone Rosewood/Black Document Frame, Desktop, 5 x 7",₹936.62,₹73.94,0.09999999999999999
DAX Two-Tone Silver Metal Document Frame,₹655.78,₹84.81,0.13333333333333333
"DAX Value U-Channel Document Frames, Easel Back",₹881.68,₹52.48,0.06
DAX Wood Document Frame,"₹3,701.61",₹126.32,0.1111111111111111
DAX Wood Document Frame.,₹779.86,₹7.69,0.35
DIXON Oriole Pencils,₹200.72,₹8.62,0.10000000000000002
DIXON Ticonderoga Erasable Checking Pencils,₹313.60,₹26.78,0.1142857142857143
DMI Arturo Collection Mission-style Design Wood Chair,"₹21,288.18",₹486.16,0.19090909090909092
DMI Eclipse Executive Suite Bookcases,"₹79,781.07",₹90.18,0.18333333333333335
DXL Angle-View Binders with Locking Rings by Samsill,"₹1,006.15",₹66.69,0.24
"DXL Angle-View Binders with Locking Rings, Black","₹1,102.16",₹42.05,0.2
DYMO CardScan Personal V9 Business Card Scanner,"₹6,239.61",₹463.97,0.3
"Dana Fluorescent Magnifying Lamp, White, 36""","₹2,375.67",₹81.57,0.25
Dana Halogen Swing-Arm Architect Lamp,"₹6,964.90",₹288.43,0.06666666666666667
Dana Swing-Arm Lamps,₹249.91,₹-11.21,0.34285714285714286
"DataProducts Ampli Magnifier Task Lamp, Black,","₹2,413.75",₹99.58,0.12000000000000002
Dax Clear Box Frame,₹263.65,₹15.36,0.19999999999999998
Decoflex Hanging Personal Folder File,₹138.78,₹12.03,0.0
"Decoflex Hanging Personal Folder File, Blue","₹2,485.70",₹124.13,0.044444444444444446
Deflect-O Glasstique Clear Desk Accessories,₹845.46,₹37.04,0.06666666666666667
Deflect-o DuraMat Antistatic Studded Beveled Mat for Medium Pile Carpeting,"₹9,101.38",₹244.39,0.16
"Deflect-o DuraMat Lighweight, Studded, Beveled Mat for Low Pile Carpeting","₹1,936.31",₹72.08,0.06666666666666667
"Deflect-o EconoMat Nonstudded, No Bevel Mat","₹4,813.78",₹123.96,0.06666666666666667
"Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting","₹4,784.86",₹-125.20,0.17777777777777778
Deflect-o Glass Clear Studded Chair Mats,"₹7,349.68",₹318.36,0.028571428571428574
"Deflect-o RollaMat Studded, Beveled Mat for Medium Pile Carpeting","₹8,706.51",₹-343.10,0.26666666666666666
"Deflect-o SuperTray Unbreakable Stackable Tray, Letter, Black","₹2,013.42",₹138.31,0.15
Dell Slim USB Multimedia Keyboard,₹325.00,₹30.00,0.0
Deluxe Chalkboard Eraser Cleaner,₹704.55,₹76.46,0.08
Deluxe Heavy-Duty Vinyl Round Ring Binder,"₹2,764.15",₹88.24,0.32857142857142857
Deluxe Rollaway Locking File with Drawer,"₹19,546.36","₹1,380.72",0.08
Design Ebony Sketching Pencil,₹58.10,₹2.31,0.06666666666666667
Desktop 3-Pocket Hot File,₹908.88,₹59.51,0.1
Dexim XPower Skin Super-Thin Power Case for iPhone 5 - Black,"₹1,918.47",₹-14.62,0.20000000000000004
Digium D40 VoIP phone,"₹12,176.66",₹571.43,0.1111111111111111
Disposable Triple-Filter Dust Bags,₹113.62,₹11.36,0.0
"Dixon My First Ticonderoga Pencil, #2",₹524.16,₹17.02,0.15000000000000002
"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",₹620.26,₹42.90,0.05714285714285715
Dixon Ticonderoga Core-Lock Colored Pencils,"₹1,100.49",₹58.67,0.1142857142857143
"Dixon Ticonderoga Core-Lock Colored Pencils, 48-Color Set","₹2,843.59",₹165.21,0.1
"Dixon Ticonderoga Erasable Colored Pencil Set, 12-Color",₹527.44,₹20.09,0.1
"Dixon Ticonderoga Maple Cedar Pencil, #2",₹65.08,₹4.91,0.06666666666666667
Dixon Ticonderoga Pencils,₹227.08,₹9.27,0.06666666666666667
Document Clip Frames,₹135.11,₹16.01,0.1
"Dot Matrix Printer Tape Reel Labels, White, 5000/Box","₹18,619.91","₹1,517.91",0.05
"Dual Level, Single-Width Filing Carts","₹40,501.67","₹1,640.53",0.022222222222222223
Durable Pressboard Binders,₹204.44,₹15.09,0.1
Easy-staple paper,"₹9,103.56","₹1,096.03",0.06086956521739131
"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box","₹3,029.21",₹492.66,0.06000000000000001
"Eberhard Faber 3 1/2"" Golf Pencils",₹496.99,₹28.27,0.05714285714285715
EcoTones Memo Sheets,₹339.20,₹21.60,0.06666666666666667
Economy #2 Pencils,₹114.38,₹8.99,0.0
Economy Binders,₹197.18,₹9.80,0.30000000000000004
Economy Rollaway Files,"₹12,588.24",₹693.84,0.08571428571428573
"Eldon ""L"" Workstation Diamond Chairmat","₹5,014.68",₹-267.45,0.3
Eldon 100 Class Desk Accessories,₹181.98,₹-4.85,0.3
Eldon 200 Class Desk Accessories,₹457.18,₹39.19,0.028571428571428574
"Eldon 200 Class Desk Accessories, Black",₹565.20,₹28.64,0.0
"Eldon 200 Class Desk Accessories, Burgundy",₹751.09,₹44.59,0.12000000000000002
"Eldon 200 Class Desk Accessories, Smoke","₹1,130.40",₹58.03,0.0
"Eldon 300 Class Desk Accessories, Black",₹128.70,₹13.07,0.0
"Eldon 400 Class Desk Accessories, Black Carbon",₹589.75,₹47.60,0.16666666666666666
Eldon 500 Class Desk Accessories,₹844.90,₹60.47,0.06666666666666667
Eldon Advantage Chair Mats for Low to Medium Pile Carpets,"₹1,689.09",₹56.30,0.0
Eldon Advantage Foldable Chair Mats for Low Pile Carpets,"₹1,246.60",₹-48.78,0.19999999999999998
Eldon Antistatic Chair Mats for Low to Medium Pile Carpets,"₹6,022.59",₹46.33,0.05
"Eldon Base for stackable storage shelf, platinum","₹3,535.75",₹-52.57,0.08571428571428573
Eldon Cleatmat Chair Mats for Medium Pile Carpets,₹832.50,₹-42.18,0.3
Eldon Cleatmat Plus Chair Mats for High Pile Carpets,"₹5,343.74",₹-111.33,0.15999999999999998
Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,"₹4,439.82",₹-256.56,0.15999999999999998
"Eldon Delta Triangular Chair Mat, 52"" x 58"", Clear","₹1,805.47",₹17.45,0.16666666666666666
Eldon Econocleat Chair Mats for Low Pile Carpets,"₹1,409.98",₹39.81,0.0
Eldon Executive Woodline II Cherry Finish Desk Accessories,₹327.12,₹-78.51,0.6
"Eldon Executive Woodline II Desk Accessories, Mahogany","₹2,030.50",₹50.01,0.24
"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",₹413.02,₹6.76,0.2
"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany","₹1,024.35",₹-7.62,0.3
Eldon Expressions Mahogany Wood Desk Collection,₹854.88,₹23.40,0.0
"Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry",₹729.76,₹20.64,0.2
"Eldon Expressions Punched Metal & Wood Desk Accessories, Pewter & Cherry",₹606.48,₹21.71,0.13333333333333333
"Eldon Expressions Wood Desk Accessories, Oak",₹522.50,₹10.11,0.16666666666666666
"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",₹830.62,₹46.56,0.0
"Eldon Expressions Wood and Plastic Desk Accessories, Oak",₹528.94,₹41.92,0.0
Eldon File Chest Portable File,₹397.00,₹5.96,0.2
Eldon Fold 'N Roll Cart System,"₹2,309.50",₹63.75,0.12000000000000002
Eldon Gobal File Keepers,"₹2,201.36",₹-0.61,0.06666666666666667
Eldon Image Series Black Desk Accessories,₹131.65,₹17.06,0.04
"Eldon Image Series Desk Accessories, Burgundy",₹507.45,₹28.26,0.125
"Eldon Image Series Desk Accessories, Ebony",₹891.67,₹55.82,0.16
"Eldon Imï¿½ge Series Desk Accessories, Clear",₹313.96,₹6.37,0.26666666666666666
Eldon Jumbo ProFile Portable File Boxes Graphite/Black,₹110.23,₹3.67,0.2
Eldon Mobile Mega Data Cart  Mega Stackable  Add-On Trays,"₹4,351.60",₹205.75,0.0
Eldon Pizzaz Desk Accessories,₹201.59,₹13.74,0.1
Eldon Portable Mobile Manager,"₹4,202.41",₹197.39,0.06666666666666668
Eldon ProFile File 'N Store Portable File Tub Letter/Legal Size Black,"₹5,055.36",₹127.45,0.1142857142857143
Eldon Radial Chair Mat for Low to Medium Pile Carpets,"₹3,158.42",₹135.93,0.06666666666666667
"Eldon Regeneration Recycled Desk Accessories, Black",₹124.87,₹13.12,0.06666666666666667
"Eldon Regeneration Recycled Desk Accessories, Smoke",₹175.74,₹8.91,0.08
Eldon Shelf Savers Cubes and Bins,"₹2,229.41",₹-7.68,0.05
Eldon Simplefile Box Office,"₹1,609.74",₹77.13,0.07500000000000001
"Eldon Spacemaker Box, Quick-Snap Lid, Clear",₹197.73,₹9.29,0.16666666666666666
"Eldon Stackable Tray, Side-Load, Legal, Smoke",₹685.50,₹52.83,0.0
Eldon Wave Desk Accessories,"₹1,952.97",₹99.00,0.15714285714285717
Electrix 20W Halogen Replacement Bulb for Zoom-In Desk Lamp,₹565.48,₹78.26,0.04
"Electrix Architect's Clamp-On Swing Arm Lamp, Black","₹26,346.96",₹627.17,0.12
Electrix Fluorescent Magnifier Lamps & Weighted Base,"₹2,970.27",₹73.02,0.1
Electrix Halogen Magnifier Lamp,"₹10,064.74",₹314.77,0.2333333333333333
"Electrix Incandescent Magnifying Lamp, Black",₹322.52,₹-16.49,0.4
"Elite 5"" Scissors",₹746.98,₹37.18,0.08571428571428573
Embossed Ink Jet Note Cards,"₹1,214.27",₹108.34,0.15000000000000002
Enermax Acrylux Wireless Keyboard,"₹16,234.80",₹630.47,0.10000000000000002
Enermax Aurora Lite Keyboard,"₹8,362.05",₹722.11,0.0
Enermax Briskie RF Wireless Keyboard and Mouse Combo,"₹2,704.25",₹150.37,0.04
Epson Perfection V600 Photo Scanner,₹620.97,₹-172.49,0.7
Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,"₹6,250.10","₹-1,057.23",0.55
"Epson WorkForce WF-2530 All-in-One Printer, Copier Scanner",₹699.90,₹120.38,0.0
Eureka Disposable Bags for Sanitaire Vibra Groomer I Upright Vac,₹3.25,₹-4.47,0.8
"Eureka Hand Vacuum, Bagless",₹790.88,₹55.36,0.0
"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",₹426.38,₹46.14,0.13333333333333333
Eureka Sanitaire  Commercial Upright,"₹7,556.38",₹53.03,0.3333333333333333
"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",₹412.53,₹12.76,0.12000000000000002
Eureka The Boss Cordless Rechargeable Stick Vac,"₹3,374.88",₹241.14,0.03333333333333333
"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue","₹3,927.84",₹291.78,0.0
"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red","₹6,404.58",₹146.51,0.21666666666666667
Euro Pro Shark Stick Mini Vacuum,₹682.98,₹-325.63,0.6
Euro-Pro Shark Turbo Vacuum,"₹3,327.25",₹143.75,0.05000000000000001
"Executive Impressions 10"" Spectator Wall Clock","₹1,246.56",₹87.96,0.0
"Executive Impressions 12"" Wall Clock",₹417.01,₹23.32,0.26666666666666666
"Executive Impressions 13"" Chairman Wall Clock",₹964.44,₹72.33,0.06666666666666667
"Executive Impressions 13"" Clairmont Wall Clock",₹946.12,₹88.46,0.22499999999999998
"Executive Impressions 13-1/2"" Indoor/Outdoor Wall Clock",₹93.50,₹21.32,0.0
"Executive Impressions 14""","₹1,934.01",₹166.28,0.0
"Executive Impressions 14"" Contract Wall Clock","₹1,004.80",₹93.59,0.05714285714285715
"Executive Impressions 14"" Contract Wall Clock with Quartz Movement",₹382.36,₹-1.78,0.4
"Executive Impressions 14"" Two-Color Numerals Wall Clock",₹990.59,₹94.52,0.13333333333333333
"Executive Impressions 16-1/2"" Circular Wall Clock",₹122.91,₹-1.07,0.3
"Executive Impressions 8-1/2"" Career Panel/Partition Cubicle Clock",₹241.28,₹18.51,0.1
Executive Impressions Supervisor Wall Clock,"₹8,007.42",₹266.07,0.05
Faber Castell Col-Erase Pencils,₹76.28,₹14.08,0.08
Fashion Color Clasp Envelopes,₹525.85,₹36.52,0.06666666666666667
Fellowes 8 Outlet Superior Workstation Surge Protector,"₹3,411.88",₹166.84,0.08
Fellowes 8 Outlet Superior Workstation Surge Protector w/o Phone/Fax/Modem Protection,"₹3,355.28",₹43.71,0.2
Fellowes Advanced 8 Outlet Surge Suppressor with Phone/Fax Protection,₹888.32,₹41.64,0.13333333333333333
Fellowes Advanced Computer Series Surge Protectors,"₹1,117.88",₹100.66,0.03333333333333333
Fellowes Bankers Box Recycled Super Stor/Drawer,"₹4,275.22",₹-30.23,0.08571428571428573
Fellowes Bankers Box Staxonsteel Drawer File/Stacking System,"₹16,959.78",₹153.35,0.07500000000000001
Fellowes Bankers Box Stor/Drawer Steel Plus,"₹7,873.48",₹-12.79,0.10000000000000002
Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,"₹3,189.18",₹201.07,0.02
Fellowes Basic Home/Office Series Surge Protectors,"₹2,429.86",₹58.28,0.13333333333333333
Fellowes Binding Cases,"₹2,293.20",₹71.95,0.27999999999999997
Fellowes Black Plastic Comb Bindings,₹412.51,₹-4.42,0.4111111111111111
Fellowes Command Center 5-outlet power strip,"₹2,971.39",₹-78.02,0.25
Fellowes Desktop Hanging File Manager,₹846.09,₹50.36,0.0
Fellowes Econo/Stor Drawers,"₹2,326.32",₹-56.22,0.1
Fellowes High-Stak Drawer Files,"₹14,095.20",₹419.33,0.125
Fellowes Mighty 8 Compact Surge Protector,"₹1,171.61",₹67.30,0.10000000000000002
"Fellowes Mobile File Cart, Black","₹13,194.60",₹485.00,0.06000000000000001
Fellowes Neat Ideas Storage Cubes,"₹1,273.22",₹-18.19,0.08571428571428573
Fellowes Officeware Wire Shelving,"₹27,326.29",₹-332.37,0.07272727272727274
Fellowes PB200 Plastic Comb Binding Machine,"₹23,900.59",₹693.56,0.3222222222222222
Fellowes PB300 Plastic Comb Binding Machine,"₹51,369.88","₹2,518.06",0.2333333333333333
Fellowes PB500 Electric Punch Plastic Comb Binding Machine with Manual Bind,"₹100,662.41","₹7,753.04",0.24
"Fellowes Personal Hanging Folder Files, Navy","₹1,944.66",₹52.65,0.1
Fellowes Powershred HS-440 4-Sheet High Security Shredder,"₹21,264.63","₹1,092.68",0.06666666666666667
"Fellowes Premier Superior Surge Suppressor, 10-Outlet, With Phone and Remote","₹3,571.16",₹169.26,0.14285714285714285
Fellowes Presentation Covers for Comb Binding Machines,"₹1,035.96",₹21.83,0.4
Fellowes Recycled Storage Drawers,"₹6,795.04",₹48.85,0.06666666666666667
"Fellowes Smart Surge Ten-Outlet Protector, Platinum",₹541.98,₹50.58,0.0
Fellowes Staxonsteel Drawer Files,"₹19,123.83",₹509.97,0.028571428571428574
Fellowes Stor/Drawer Steel Plus Storage Drawers,"₹18,818.80",₹78.25,0.05
"Fellowes Strictly Business Drawer File, Letter/Legal Size","₹24,986.79",₹388.75,0.05714285714285715
